567796570197086208,positive,0.6635,,0.0,United,,CWWMUK,,0,"@united done just now, thanks.",,2015-02-17 13:23:46 -0800,North West of England,
567797327071838208,positive,1.0,,,United,,KCousineau09,,0,@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.,,2015-02-17 13:26:46 -0800,"Titletown, USA",Central Time (US & Canada)
567798535262060544,positive,1.0,,,United,,Unocrew224,,0,@united holy high speed internet batman!  Speeds at United Club at IAD are insanely fast!  Thanks,,2015-02-17 13:31:34 -0800,NJ,Eastern Time (US & Canada)
567800930683609088,negative,1.0,Customer Service Issue,1.0,United,,VettedShopper,,0,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?,,2015-02-17 13:41:05 -0800,,Eastern Time (US & Canada)
567805339790475264,negative,0.66,Flight Booking Problems,0.33,United,,gg8929,,7,@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.,,2015-02-17 13:58:36 -0800,,Amsterdam
567805894885638144,neutral,1.0,,,United,,postsecret,,0,"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com",,2015-02-17 14:00:49 -0800,"Germantown, MD",Eastern Time (US & Canada)
567806151191191553,negative,1.0,Customer Service Issue,0.6473,United,,SSest72,,0,@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,,2015-02-17 14:01:50 -0800,,
567809206314668033,positive,1.0,,,United,,dom_inic15,,0,@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :),,2015-02-17 14:13:58 -0800,,Eastern Time (US & Canada)
567810811491524608,negative,1.0,Bad Flight,0.3544,United,,CajunSQL,,0,"@united missed it.  Incoming on time, then Sat for 30, then no jetbridge driver...missed a 45min connection from an on time flight...",,2015-02-17 14:20:21 -0800,"Baton Rouge, LA",
567811268900556802,negative,1.0,Bad Flight,1.0,United,,RLaPedis,,0,@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(,,2015-02-17 14:22:10 -0800,"San Bruno, CA",Pacific Time (US & Canada)
567812160253865984,negative,1.0,Customer Service Issue,0.6317,United,,MelodyKho,,0,@united No. The entire problem here is that I was never sent anything via email and only given a Flight Booking Problems number over the phone.,,2015-02-17 14:25:43 -0800,"NYC, Toronto ",Quito
567812349895245824,negative,1.0,Flight Booking Problems,0.3446,United,,NaftuliPollak,,5,@united @UnitedAppeals @gg8929 What kind of hypocrisy is that? Only Cancelled Flightling tickets with bad exchange rate if in your advantage #united,,2015-02-17 14:26:28 -0800,,Amsterdam
567814633047728128,negative,1.0,Customer Service Issue,0.6929,United,,coolingpie,,0,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united","[45.58931882, -122.5959928]",2015-02-17 14:35:32 -0800,the questions district,Eastern Time (US & Canada)
567815174045868032,neutral,1.0,,,United,,boombaby55,,0,@united no thanks,,2015-02-17 14:37:41 -0800,san diego,
567816074898513920,negative,1.0,Customer Service Issue,0.33899999999999997,United,,1MisterHandsome,,0,@united A 3rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.,,2015-02-17 14:41:16 -0800,,Atlantic Time (Canada)
567818055771918336,positive,0.6661,,,United,,VisionRoij,,0,@united Thanks!,,2015-02-17 14:49:08 -0800,The Netherlands,Amsterdam
567821133245067264,negative,0.6736,Customer Service Issue,0.3539,United,,CWWMUK,,0,"@united Now submitted for the third time, please check and confirm receipt. Have taken screen shots in case it disappears again. Thanks",,2015-02-17 15:01:22 -0800,North West of England,
567823707160354816,negative,1.0,Bad Flight,0.6616,United,,uncmnwellness,,1,@united how can you not know the weight of our plane after us sitting on the plane for 2.5 hrs? Not convinced your company is safe for flt.,,2015-02-17 15:11:36 -0800,"Ventura, California",Pacific Time (US & Canada)
567826439392927744,positive,1.0,,,United,,chi_citygrl,,0,@united thanks! :),,2015-02-17 15:22:27 -0800,,Central Time (US & Canada)
567827442657677313,negative,1.0,Flight Attendant Complaints,0.6906,United,,AndrewBarco1,,0,@united obviously the staff at EWR - United or otherwise have not seen your ads about - being FRIENDLY and helpful #ewr worst airport,,2015-02-17 15:26:26 -0800,Usually in a plane,Eastern Time (US & Canada)
567827498660159489,negative,1.0,Customer Service Issue,1.0,United,,MKfella,,0,@united poor old United: never seem to get the response right :),,2015-02-17 15:26:40 -0800,,
567828973893259264,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,@united: No friendly skies from you today. 5hr+ weather delay in SFO followed by 1hr+ mechanical delay while sitting on plane. #NoFun,"[37.61859126, -122.38385699]",2015-02-17 15:32:31 -0800,"San Francisco, CA",
567829834618904576,negative,1.0,Late Flight,1.0,United,,lisakaysolomon,,0,@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.,"[37.61833841, -122.38389799]",2015-02-17 15:35:56 -0800,"San Francisco, CA",
567832640289579008,positive,1.0,,,United,,rsbluhm,,0,@united thanks for all the help! Totally appreciate it and you made it super easy too,,2015-02-17 15:47:05 -0800,"San Francisco, CA",Pacific Time (US & Canada)
567838896731615234,neutral,0.6327,,0.0,United,,christruncer,,0,"@united no, I had to leave for work. Would have not been possible. So I would love to have this replaced now",,2015-02-17 16:11:57 -0800,Washington DC,Eastern Time (US & Canada)
567842806930239488,positive,0.6559999999999999,,,United,,egspoony,,0,@united ooh thanks!,,2015-02-17 16:27:29 -0800,"Chicago, IL",Central Time (US & Canada)
567844362601697280,positive,1.0,,,United,,TroopSwapWife,,0,"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",,2015-02-17 16:33:40 -0800,"Hampton Roads, Virginia",Atlantic Time (Canada)
567845165781532672,negative,1.0,Customer Service Issue,0.6668,United,,laurasbrown5,,0,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain",,2015-02-17 16:36:52 -0800,NYC,Eastern Time (US & Canada)
567845953245413376,positive,0.6307,,0.0,United,,palmettoblossom,,0,"@united amazing flying over 25,000 miles on #UnitedAirlines &amp; alliance last year; still got jilted out of status! #moneyelsewhere",,2015-02-17 16:39:59 -0800,,
567847753277120512,positive,1.0,,,United,,dudleywright,,0,@united thanks for not getting my BusinessFirst priority tagged bag onto my connecting flight at EWR despite a 2+ hour layover. Nice job,,2015-02-17 16:47:09 -0800,"Johnstown, Ohio",Quito
567848374113693697,negative,1.0,Lost Luggage,1.0,United,,dwjones712,,0,@united $55 cab ride to dfw from love got me my bag. Reimburse?,,2015-02-17 16:49:37 -0800,,Quito
567850015600685056,negative,1.0,Customer Service Issue,1.0,United,,Z_J_M_,,0,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !,,2015-02-17 16:56:08 -0800,,Eastern Time (US & Canada)
567850537716092928,positive,0.6857,,0.0,United,,jtor0713,,0,@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!,,2015-02-17 16:58:13 -0800,New York ,Atlantic Time (Canada)
567851352249868288,negative,0.6369,Bad Flight,0.6369,United,,SooyunChoi,,0,"@united it was an international flight, and we didn't get our new eta until we were in the air.",,2015-02-17 17:01:27 -0800,California,Pacific Time (US & Canada)
567851359178989568,negative,1.0,Late Flight,1.0,United,,caphotographix,,0,"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United",,2015-02-17 17:01:28 -0800,,
567853644420423680,negative,1.0,Customer Service Issue,1.0,United,,_Ana_Paulina,,0,@united is amazing how hard is to talk with customer service! !!,,2015-02-17 17:10:33 -0800,,Guadalajara
567855926486667265,negative,1.0,Bad Flight,0.6826,United,,HishamNYC,,1,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst.",,2015-02-17 17:19:37 -0800,,
567861975419457537,positive,1.0,,,United,,JackieFerrari3,,0,@united and they were traveling as guests of a mileage plus member using that members miles. Great customer service.,,2015-02-17 17:43:39 -0800,Irvine,
567862181208805376,negative,0.6484,Bad Flight,0.3407,United,,JackieFerrari3,,0,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY,,2015-02-17 17:44:29 -0800,Irvine,
567862940348579840,negative,1.0,Late Flight,0.3419,United,,Tgoody9,,0,@united I've been doing this for 15 years and I've never had this many issues with any other airline.,"[40.69428253, -74.17219198]",2015-02-17 17:47:30 -0800,"Sarasota, Florida ",Central Time (US & Canada)
567867311744380928,positive,1.0,,,United,,MitWinter40,,1,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.,"[38.88839871, -94.62041633]",2015-02-17 18:04:52 -0800,Kansas City,
567872769049825280,negative,1.0,Customer Service Issue,1.0,United,,andysiz,,0,@united thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail,,2015-02-17 18:26:33 -0800,,Pacific Time (US & Canada)
567877584341479424,negative,1.0,Customer Service Issue,1.0,United,,sarahkorich,,0,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.,,2015-02-17 18:45:41 -0800,SLC | LA ,Pacific Time (US & Canada)
567882458357714944,negative,1.0,Bad Flight,1.0,United,,uwbadger98,,0,"@united 12/13EWR-LAX UA1151 my seat/armrest broken discover after takeoff. flight full.FA filed report, who to chat with for partial refund?",,2015-02-17 19:05:03 -0800,,
567882603405008896,negative,1.0,Customer Service Issue,1.0,United,,JackieFerrari3,,0,@united #UnitedAirlines fill out form and never receive response? I expect remedy. We can travel another airline and Cancelled Flight as members w u.,,2015-02-17 19:05:38 -0800,Irvine,
567883234614210560,negative,1.0,Customer Service Issue,1.0,United,,JackieFerrari3,,0,"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know",,2015-02-17 19:08:08 -0800,Irvine,
567884863031762945,positive,1.0,,,United,,jmscull,,0,@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,,2015-02-17 19:14:36 -0800,,
567886700275310592,negative,0.7067,Bad Flight,0.7067,United,,JSHanselman,,0,"@united this is in ur Hemispheres magazine. I'm open to what will u do to make the ""flight more pleasant."" http://t.co/VrQDpqEPFW",,2015-02-17 19:21:54 -0800,"Boise, ID",Mountain Time (US & Canada)
567891481555382272,negative,1.0,Bad Flight,1.0,United,,samsonola,,0,@united when will you offer real food in american clubs like the amazing food you offer in Heathrow?,"[41.9797415, -87.9099894]",2015-02-17 19:40:54 -0800,New Orleans,Central Time (US & Canada)
567894187900710912,neutral,0.6388,,,United,,lisahsamuel,,0,"@united Great, thank you!! I'll send it now.",,2015-02-17 19:51:40 -0800,"Bellingham, WA",Pacific Time (US & Canada)
567895584625020928,positive,0.6301,,0.0,United,,ramsey,,0,"@united That made me so mad, but then I called the bag number, and that person was helpful and told me where the bag really was. (2/2)",,2015-02-17 19:57:13 -0800,"Nashville, TN",Central Time (US & Canada)
567897640035160064,negative,1.0,Bad Flight,0.6809,United,,agrace001,,0,@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.,,2015-02-17 20:05:23 -0800,A Texan in Toronto,
567898499540340736,negative,1.0,Late Flight,1.0,United,,kateturner9,,1,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!,,2015-02-17 20:08:47 -0800,"San Francisco, CA",Arizona
567901267063803904,neutral,1.0,,,United,,dr_spencer,,0,@united Hello. Just wondering how long it might take for Turkish Airlines flights to show up in my United miles. Thanks.,"[0.0, 0.0]",2015-02-17 20:19:47 -0800,Nicaragua,Central America
567905267033055233,negative,1.0,Bad Flight,1.0,United,,therealBruceK,,0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,,2015-02-17 20:35:41 -0800,,
567907430069329920,positive,0.6367,,,United,,lynn_with_an_A,,0,@united :take note of this great example of @JetBlue actually making good for an extremely inconvenient situation. http://t.co/t3Gnk2N7LD,,2015-02-17 20:44:17 -0800,"Brooklyn, NY",Quito
567919301732098048,negative,0.6722,Bad Flight,0.3364,United,,edraluk,,0,@united dang... I thought I was in a teleportation device! Ua514,,2015-02-17 21:31:27 -0800,"Brooklyn, New York",Eastern Time (US & Canada)
567919961055711232,neutral,0.6475,,0.0,United,,GregoryTheGr8,,0,"@united even with the multiplier the ticket price will still never equal the amount of miles you travel, even for transatlantic flights!",,2015-02-17 21:34:04 -0800,So Cal,Pacific Time (US & Canada)
567921406807261184,negative,0.3452,Can't Tell,0.3452,United,,Tgoody9,,0,"@united unless it's on you guys, im good.","[27.98622757, -82.5414547]",2015-02-17 21:39:49 -0800,"Sarasota, Florida ",Central Time (US & Canada)
567921825948250112,negative,1.0,Late Flight,0.6675,United,,aroth725,,0,"@united I am VERY disappointed with @SilverAirways as your partner. No communication, 2 extremely Late Flight flights. Really, all around horrible.",,2015-02-17 21:41:29 -0800,,Central Time (US & Canada)
567924107183915009,positive,1.0,,,United,,kristaal4,,0,@united you guys have such big hearts.. keep up the good work,,2015-02-17 21:50:33 -0800,,
567931026686767104,negative,1.0,Can't Tell,0.3841,United,,joeketz,,0,@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.,,2015-02-17 22:18:03 -0800,"Northam Stand, Southampton",Eastern Time (US & Canada)
567936625453318144,negative,0.6774,Bad Flight,0.3763,United,,cristyg3,,0,"@united hi JH. Yes please. Since I lost almost a whole day on the way out, could you help me change my return for one day Late Flightr?",,2015-02-17 22:40:17 -0800,NYC Area,Eastern Time (US & Canada)
567939242854215680,negative,1.0,longlines,0.6442,United,,melissaklurman,,0,"@united Thanks for your response. Bags came, but it was a long wait and priority tags weren't honored at all. Disappointing","[40.79971517, -74.25960937]",2015-02-17 22:50:41 -0800,"Montclair, NJ",Quito
567946595481706496,neutral,0.3449,,0.0,United,,travellinghobby,,0,"@united Thanks. UA1121, DEN, 40 min on tarmac.",,2015-02-17 23:19:54 -0800,,Atlantic Time (Canada)
567946616792952832,negative,1.0,Flight Attendant Complaints,0.6863,United,,CombatBarbie318,,0,@united  treats service members like crap never flying again with them #UnitedAirlines  @CNN,,2015-02-17 23:20:00 -0800,Wherever the Army sends me,Central Time (US & Canada)
567982195471736833,neutral,0.6768,,0.0,United,,SouthernYank34,,0,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.,,2015-02-18 01:41:22 -0800,wishing i was in Vernon,
567999609248858112,neutral,1.0,,,United,,thebavers,,0,"@united Hi, I am flying domestic first from SEA to HNL. Can I pay to use the lounge before I fly or this is just for international? Thanks",,2015-02-18 02:50:34 -0800,"Alvechurch, Worcestershire, UK",
568017128286261248,negative,1.0,Lost Luggage,1.0,United,,leonefitz,,0,"@united is the biggest joke of a company,I will never fly with them again! 3 days now waiting for my bag, they don't even know where it is!",,2015-02-18 04:00:11 -0800,,
568023874970861568,negative,1.0,Bad Flight,0.6816,United,,Tony_Ciccolella,,0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!","[37.94357634, -121.69565906]",2015-02-18 04:26:59 -0800,"Brentwood, CA",Pacific Time (US & Canada)
568030057769410560,negative,1.0,Lost Luggage,1.0,United,,leonefitz,,0,@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now,,2015-02-18 04:51:33 -0800,,
568031932719566849,positive,1.0,,,United,,iamtedking,,0,"@united cool, thanks.",,2015-02-18 04:59:00 -0800,,Eastern Time (US & Canada)
568034530667274240,negative,1.0,Flight Booking Problems,0.34299999999999997,United,,EEMarone,,0,@United ticket counter Masters out of SMF not very helpful.,,2015-02-18 05:09:20 -0800,,
568047650945298432,negative,0.6421,Late Flight,0.3368,United,,OwlyJulie,,0,@united we are never going to get to out gate at this rate.,,2015-02-18 06:01:28 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
568049646062444544,negative,1.0,Customer Service Issue,0.6904,United,,zackintheusa,,1,"@united just give up.  Your service is terrible.  If I wasn't forced to use United on certain routes, I never would.",,2015-02-18 06:09:24 -0800,"columbus, oh",Central Time (US & Canada)
568057226776219648,negative,1.0,Customer Service Issue,0.6772,United,,sasharashid,,0,@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!,,2015-02-18 06:39:31 -0800,,Eastern Time (US & Canada)
568058934428372992,positive,1.0,,,United,,andtheretheygo,,0,"@united Great, thank you!",,2015-02-18 06:46:18 -0800,,
568059091848962048,negative,0.6837,Late Flight,0.3673,United,,TV2Frode,,0,@united you are lightyears ahead of the security control at Newark airport. They wasted 40 precious mins w bad efficiency. #frightening,,2015-02-18 06:46:56 -0800,"Bergen, Norway",Copenhagen
568062560198664192,neutral,0.6842,,,United,,WeatherWes,,0,@united flying out of STL Saturday where they are expecting ice &amp; snow. When should we start looking for travel waivers? Thanks!,,2015-02-18 07:00:43 -0800,"Raleigh, North Carolina",Eastern Time (US & Canada)
568064545568092160,positive,1.0,,,United,,TravelRater,,0,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks,,2015-02-18 07:08:36 -0800,,
568067065388642304,positive,1.0,,,United,,WestlakeSarah,,0,@united Thanks to supervisor Miriam who provided me with great customer service. #finally,,2015-02-18 07:18:37 -0800,"New York, NY",Quito
568068468261519360,negative,1.0,Can't Tell,0.6567,United,,JSHanselman,,0,"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",,2015-02-18 07:24:11 -0800,"Boise, ID",Mountain Time (US & Canada)
568068509613178880,negative,1.0,Bad Flight,1.0,United,,bonvoyagedenise,,0,"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!",,2015-02-18 07:24:21 -0800,"Salt Lake City, Utah",Mountain Time (US & Canada)
568072136192966656,neutral,0.6366,,,United,,rabbijfranklin,,0,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",,2015-02-18 07:38:46 -0800,Needham,Atlantic Time (Canada)
568081386520723456,negative,1.0,Bad Flight,0.3566,United,,grgortiz,,0,.@united Don't post a link to an article that verifies the initial complaint with 20+ comments saying the same thing. @harris,"[0.0, 0.0]",2015-02-18 08:15:31 -0800,"Salt Lake City, UT",Mountain Time (US & Canada)
568082658741215235,negative,1.0,Customer Service Issue,0.6846,United,,SFWWflyfish,,0,@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card,,2015-02-18 08:20:34 -0800,"Austin, TX",Eastern Time (US & Canada)
568085636592349184,negative,1.0,Late Flight,0.6701,United,,barneykelley,,0,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united,,2015-02-18 08:32:24 -0800,"New Canaan, Ct",
568085949663584256,positive,0.6809,,0.0,United,,Raretturner,,0,@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday,,2015-02-18 08:33:39 -0800,"Washington, DC",Eastern Time (US & Canada)
568086132346322945,negative,1.0,Bad Flight,1.0,United,,thedigitalken,,0,@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX,,2015-02-18 08:34:23 -0800,,Central Time (US & Canada)
568088967419023360,negative,0.6484,Late Flight,0.3407,United,,1LovePT,,0,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews,,2015-02-18 08:45:39 -0800,Canada,Eastern Time (US & Canada)
568089179520954368,positive,1.0,,,United,,LocalKyle,,0,"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS",,2015-02-18 08:46:29 -0800,Illinois,Central Time (US & Canada)
568093443823693824,negative,0.6771,Bad Flight,0.6771,United,,jerry_eckerman,,0,"@united I have a flight from omaha to chicago (en route to NYC) and they are seating me and my partner separate, please fix this res# ILC0HP",,2015-02-18 09:03:26 -0800,"Orlando, Florida",
568096772939067392,positive,1.0,,,United,,zackintheusa,,0,@united it's amazing really.,,2015-02-18 09:16:40 -0800,"columbus, oh",Central Time (US & Canada)
568099620456423424,negative,0.6988,Bad Flight,0.6988,United,,OMGreller,,0,"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA",,2015-02-18 09:27:58 -0800,on my iPhone,
568101444391276544,negative,0.7113,Bad Flight,0.3814,United,,harris,,0,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.,,2015-02-18 09:35:13 -0800,NYC,Eastern Time (US & Canada)
568104397869350912,positive,0.6458,,0.0,United,,greghei1,,0,"@united Thanks for explanation. It seems like an odd incentive structure, tho, because it dramatically diminishes the value of the certs.",,2015-02-18 09:46:57 -0800,"Fremont, California",Pacific Time (US & Canada)
568105220410105857,negative,1.0,Flight Booking Problems,0.6747,United,,greghei1,,0,"@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way",,2015-02-18 09:50:14 -0800,"Fremont, California",Pacific Time (US & Canada)
568105932917481472,negative,0.6606,Cancelled Flight,0.6606,United,,MetinErtas06,,0,@united LE2V9D pnr numbered flight. The first leg is Cancelled Flightled due to bad weather in iatanbul. How can i make a reFlight Booking Problems,,2015-02-18 09:53:03 -0800,,
568109878754934784,negative,1.0,Customer Service Issue,0.6484,United,,eatgregeat,,0,"@united you mean like my mailing address and rate? By the surliness of my United ""coworkers"" I'm guessing our benefits aren't great.","[29.97877958, -95.33246329]",2015-02-18 10:08:44 -0800,,Eastern Time (US & Canada)
568109963509415936,negative,1.0,Bad Flight,0.6737,United,,Max_Tau,,0,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,,2015-02-18 10:09:04 -0800,Amsterdam NL,Athens
